SK_ID_CURR,TARGET
100001,0.023765525820647955
100005,0.14847499474548712
100013,0.013617400317940991
100028,0.03532365087653615
100038,0.1583658757584785
100042,0.049184525295258893
100057,0.006652038184478801
100065,0.021402435599432078
100066,0.013822749407906286
100067,0.05924805912957235
100074,0.053654283436301575
100090,0.02769647645219669
100091,0.16658095502894485
100092,0.05602351692771291
100106,0.042745336460597215
100107,0.3326150947545344
100109,0.06350067257968305
100117,0.02156566123362594
100128,0.10524507264372449
100141,0.039438836389305384
100150,0.02590615214464068
100168,0.013128457465474228
100169,0.04198355170483774
100170,0.14083343759812658
100171,0.031502184897193725
100172,0.10215535113001674
100184,0.08855988812359611
100187,0.10025148893605218
100212,0.041525618874125904
100222,0.059174049567209216
100223,0.012954943455311322
100232,0.010000654198621296
100241,0.1396536447837887
100245,0.017031309992356684
100253,0.030670360601853634
100256,0.0900501544636157
100271,0.01208485895727987
100278,0.3223022953100381
100280,0.010925639066550082
100306,0.14414865209531824
100311,0.10051757510303616
100312,0.027867561876617535
100330,0.14282347530763112
100331,0.027977471989108438
100352,0.12325205003121725
100358,0.09804966262762112
100367,0.025281130992459187
100382,0.13868160746085403
100384,0.11534389296658022
100385,0.09674970012821556
100386,0.033513357032184755
100399,0.02965054019150637
100404,0.03216157761360717
100416,0.015798941111096212
100422,0.028034639681790808
100426,0.0345546250260701
100438,0.048945919899401925
100444,0.19156563861363837
100445,0.11708030115043636
100446,0.08663906160746308
100447,0.032450169685278106
100450,0.11933408971576641
100466,0.014761151708301003
100483,0.023487150490887853
100484,0.039016437863761855
100494,0.06648206431814171
100510,0.15731372952647268
100512,0.014521862084793958
100517,0.06333022188540312
100548,0.017293160879358598
100551,0.05398269036234824
100552,0.0764992939720287
100553,0.02172285883698622
100561,0.15078444853992137
100568,0.29780658302848667
100569,0.019385862593293623
100591,0.08185892375144524
100592,0.04412851720503402
100602,0.04214722782594135
100607,0.06836851174207671
100613,0.05156876184950258
100617,0.10803170671635054
100618,0.06021110376390558
100622,0.055917321948407234
100625,0.1314267610323305
100677,0.08572988952203038
100699,0.03560885228440034
100702,0.38906423202200857
100711,0.022477608277288483
100729,0.10558977856152355
100740,0.1917852324585709
100744,0.14296234334366606
100745,0.036181156376853936
100747,0.04198606008634746
100751,0.5053732955997187
100752,0.05119877004827697
100753,0.23834260532120308
100754,0.37004563012075004
100760,0.035143216845221495
100762,0.13072573525559134
100763,0.04935277539834074
100765,0.0161298044912381
100770,0.07244859966434924
100772,0.022004766019307172
100777,0.022941511563692275
100791,0.017360872375838984
100792,0.009367146684600886
100797,0.024292907781647038
100823,0.0423617646925846
100826,0.035669748002585835
100830,0.05414831311480996
100836,0.1842977681952993
100872,0.05814264067171943
100910,0.06554328604283519
100913,0.10345701272393594
100918,0.012954352886704396
100931,0.0096611490252633
100952,0.03311776954034322
100953,0.025883627798482536
100965,0.19894167016348283
100970,0.022501325575143852
100982,0.18466474086796603
100983,0.36922711792428425
100984,0.0714973820219101
100987,0.0465993368297078
100997,0.03537176021064149
100998,0.27936941302992424
101002,0.028195551586487184
101005,0.1481823104128318
101008,0.3974036450453058
101020,0.05459526764922571
101021,0.08415524232548778
101024,0.03886234561121257
101025,0.15876120864489404
101026,0.0391112048303927
101031,0.021392535152791485
101041,0.01640185847325996
101051,0.005388172465428257
101055,0.059650384443245635
101056,0.25442147502818685
101057,0.03295530745525548
101064,0.016303833961536594
101079,0.06509564732110468
101087,0.014765249307733874
101090,0.04622415625092256
